                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                0.40441,                0.35684,                0.88946,                0.90435,                0.82874,                0.89406,                0.72612,                0.80638,                0.75086,                 1.2264,             0.00038211,             0.00038211,             0.00038211
                    150,                0.42722,                0.36996,                0.89998,                0.88291,                0.84472,                0.89509,                 0.7343,                0.75859,                0.76398,                 1.1637,             0.00037504,             0.00037504,             0.00037504
                    151,                0.41155,                0.36319,                0.89515,                0.84502,                0.85594,                  0.885,                 0.7237,                0.71407,                0.80447,                 1.1142,             0.00036797,             0.00036797,             0.00036797
                    152,                0.41414,                0.36306,                0.89743,                0.83201,                 0.8651,                0.88525,                0.72796,                0.73656,                0.90001,                 1.1291,             0.00036089,             0.00036089,             0.00036089
                    153,                0.39247,                0.35446,                0.89885,                0.83627,                0.83305,                0.88568,                0.71946,                 0.7549,                0.83904,                 1.1461,             0.00035382,             0.00035382,             0.00035382
                    154,                0.38197,                0.34006,                0.87501,                0.96583,                0.70806,                0.87901,                0.70472,                0.78746,                0.81569,                 1.1652,             0.00034675,             0.00034675,             0.00034675
                    155,                0.40077,                0.36813,                0.90891,                0.85379,                0.84275,                0.90294,                0.72052,                0.77575,                0.74933,                  1.173,             0.00033967,             0.00033967,             0.00033967
                    156,                0.40298,                0.35934,                0.89892,                0.87229,                0.86339,                0.89958,                0.72607,                0.75548,                0.73266,                 1.1628,              0.0003326,              0.0003326,              0.0003326
                    157,                 0.3848,                0.36302,                0.90053,                0.87805,                0.84503,                0.88811,                0.72954,                0.74773,                0.75376,                  1.138,             0.00032553,             0.00032553,             0.00032553
                    158,                0.40184,                0.35684,                0.89849,                0.83614,                0.90858,                0.90141,                0.73842,                0.72232,                0.70069,                 1.1316,             0.00031845,             0.00031845,             0.00031845
                    159,                 0.3911,                0.36873,                0.88804,                0.95836,                0.87717,                0.92567,                0.74831,                0.77042,                0.66123,                 1.1704,             0.00031138,             0.00031138,             0.00031138
                    160,                0.39632,                0.37591,                0.89298,                0.93149,                0.84613,                0.93069,                0.76133,                0.74307,                0.68272,                 1.1477,             0.00030431,             0.00030431,             0.00030431
                    161,                 0.3922,                 0.3528,                 0.8763,                0.95541,                0.81239,                0.91363,                0.75325,                0.71808,                0.66351,                  1.143,             0.00029723,             0.00029723,             0.00029723
                    162,                0.39118,                0.35068,                0.88805,                0.98261,                0.83041,                0.91111,                0.74552,                0.73238,                0.66559,                 1.1509,             0.00029016,             0.00029016,             0.00029016
                    163,                0.38147,                0.33347,                0.89204,                0.97539,                0.83638,                0.91525,                0.74657,                0.73587,                0.66043,                 1.1741,             0.00028308,             0.00028308,             0.00028308
                    164,                0.39061,                0.36474,                 0.8963,                0.91693,                0.84494,                0.92083,                0.74975,                0.75299,                0.70708,                 1.1832,             0.00027601,             0.00027601,             0.00027601
                    165,                 0.3894,                 0.3442,                0.90102,                0.88697,                0.82093,                0.91225,                0.75202,                0.71393,                0.74296,                  1.148,             0.00026894,             0.00026894,             0.00026894
                    166,                0.38863,                0.35303,                 0.9331,                0.90657,                0.81653,                 0.8921,                0.72302,                0.69839,                 0.7753,                 1.1327,             0.00026186,             0.00026186,             0.00026186
                    167,                0.39013,                0.34672,                0.88161,                0.87015,                0.81258,                0.88187,                0.71245,                0.70285,                 0.8153,                 1.1234,             0.00025479,             0.00025479,             0.00025479
                    168,                0.37536,                0.35105,                0.88311,                0.85403,                0.82587,                 0.8824,                0.72486,                0.70279,                0.77409,                 1.1318,             0.00024772,             0.00024772,             0.00024772
                    169,                0.38236,                0.35653,                0.88055,                0.92865,                0.79736,                0.87967,                0.72685,                0.71162,                0.79886,                 1.1275,             0.00024064,             0.00024064,             0.00024064
                    170,                0.37514,                0.34135,                0.88892,                 0.9273,                0.80099,                 0.8864,                0.73037,                0.68456,                0.76764,                 1.1262,             0.00023357,             0.00023357,             0.00023357
                    171,                0.39882,                0.33912,                0.89847,                0.92449,                0.82289,                0.90127,                0.74217,                0.71558,                0.77238,                 1.1397,              0.0002265,              0.0002265,              0.0002265
                    172,                0.35819,                0.32326,                0.87698,                0.90465,                0.82785,                0.90584,                0.72838,                0.78811,                0.77945,                 1.1998,             0.00021942,             0.00021942,             0.00021942
                    173,                 0.3815,                0.32293,                0.87618,                0.94267,                0.78823,                0.90853,                0.74627,                0.76164,                0.76214,                 1.1842,             0.00021235,             0.00021235,             0.00021235
                    174,                0.38424,                 0.3375,                0.88681,                0.95066,                0.79439,                0.91875,                0.73706,                0.75168,                0.73051,                 1.1775,             0.00020528,             0.00020528,             0.00020528
                    175,                0.37165,                 0.3237,                0.88412,                0.95715,                0.80779,                0.91682,                0.74486,                  0.747,                0.69811,                 1.1754,              0.0001982,              0.0001982,              0.0001982
                    176,                0.38571,                0.35053,                 0.8921,                0.93834,                0.83014,                0.91936,                0.73167,                0.72479,                0.68081,                 1.1618,             0.00019113,             0.00019113,             0.00019113
                    177,                0.35133,                0.31959,                0.88235,                0.90045,                0.84539,                0.91154,                0.73103,                0.72635,                0.71954,                 1.1484,             0.00018406,             0.00018406,             0.00018406
                    178,                 0.3448,                0.31231,                 0.8686,                0.88138,                0.82895,                0.90279,                0.73066,                0.73047,                 0.7818,                 1.1447,             0.00017698,             0.00017698,             0.00017698
                    179,                0.35106,                0.32517,                0.87691,                0.87669,                0.82356,                0.88759,                0.70384,                0.73683,                 0.7836,                 1.1457,             0.00016991,             0.00016991,             0.00016991
                    180,                0.35036,                 0.3011,                0.87743,                0.92763,                0.78149,                 0.9009,                0.72149,                0.73113,                0.73455,                 1.1484,             0.00016283,             0.00016283,             0.00016283
                    181,                0.36561,                0.32945,                 0.8793,                0.92346,                 0.8104,                0.90309,                0.74036,                0.70853,                0.72699,                 1.1507,             0.00015576,             0.00015576,             0.00015576
                    182,                0.35057,                0.31719,                0.88126,                0.83718,                0.86905,                0.89959,                0.73163,                0.72279,                0.74138,                 1.1704,             0.00014869,             0.00014869,             0.00014869
                    183,                0.35166,                0.32486,                0.88925,                0.82572,                0.87261,                0.90072,                0.73662,                0.73307,                0.74975,                 1.1792,             0.00014161,             0.00014161,             0.00014161
                    184,                0.37266,                0.32622,                0.87501,                0.83549,                0.87774,                0.90281,                0.74427,                0.71943,                0.72894,                 1.1816,             0.00013454,             0.00013454,             0.00013454
                    185,                 0.3376,                0.31731,                 0.8716,                0.83981,                0.89099,                0.91468,                0.76276,                0.70678,                0.71334,                 1.1758,             0.00012747,             0.00012747,             0.00012747
                    186,                0.36496,                0.33362,                0.88619,                0.94804,                0.80087,                0.91131,                0.74615,                0.71147,                0.69842,                 1.1753,             0.00012039,             0.00012039,             0.00012039
                    187,                 0.3597,                0.32209,                0.86433,                0.95677,                0.81915,                0.91711,                 0.7455,                0.72297,                 0.6943,                 1.1806,             0.00011332,             0.00011332,             0.00011332
                    188,                0.35143,                 0.3168,                0.87926,                0.96409,                0.81005,                0.91628,                0.75268,                0.71825,                0.69414,                 1.1812,             0.00010625,             0.00010625,             0.00010625
                    189,                0.33799,                0.30555,                0.86855,                0.96607,                0.80973,                0.91524,                0.75446,                0.71485,                0.68767,                 1.1811,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    190,                 0.3384,                0.31469,                0.87294,                 0.9659,                0.81909,                0.91348,                0.74441,                0.71561,                0.68007,                 1.1781,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    191,                0.30928,                0.33082,                0.83112,                 0.9181,                 0.8183,                0.90344,                0.73845,                0.71049,                0.67182,                 1.1646,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    192,                0.32071,                0.29308,                0.83129,                0.92108,                0.82687,                0.90422,                0.74403,                0.73673,                0.71536,                   1.18,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    193,                 0.3272,                0.29059,                0.82493,                0.93804,                0.77174,                0.89694,                 0.7423,                0.75791,                0.75761,                 1.1968,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    194,                 0.2988,                0.27171,                0.83151,                0.91361,                0.77112,                0.89344,                0.74289,                0.75533,                0.79863,                 1.1946,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    195,                0.31716,                0.26664,                0.83254,                0.91447,                0.76647,                 0.8951,                0.72562,                0.74983,                0.79583,                 1.1917,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    196,                0.31607,                0.26462,                0.83043,                0.94036,                0.75946,                0.89817,                0.72711,                0.72939,                0.75695,                  1.185,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    197,                0.27654,                0.24681,                0.82778,                0.90066,                0.82937,                0.90653,                0.73016,                 0.7097,                0.72822,                 1.1776,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    198,                 0.2752,                0.24749,                0.81443,                0.90956,                0.83711,                0.90717,                0.73051,                0.70611,                0.72184,                 1.1775,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    199,                0.28604,                 0.2432,                0.82628,                0.91905,                0.83071,                0.90818,                0.73382,                0.70764,                0.71287,                 1.1795,             2.8437e-05,             2.8437e-05,             2.8437e-05
                    200,                 0.2854,                0.24058,                0.80587,                0.93147,                0.79721,                0.90575,                0.72899,                0.70907,                0.70069,                 1.1849,             2.1364e-05,             2.1364e-05,             2.1364e-05
