                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    145,                0.44303,                0.41446,                0.90159,                0.89073,                0.80396,                0.88664,                0.70819,                0.76063,                0.77967,                 1.2115,             0.00041041,             0.00041041,             0.00041041
                    146,                0.46185,                0.40523,                 0.8986,                0.89584,                0.80412,                0.90549,                 0.7295,                0.70105,                0.76976,                  1.185,             0.00040334,             0.00040334,             0.00040334
                    147,                0.45769,                0.41063,                0.89614,                0.89566,                0.84411,                0.91082,                0.74657,                0.68068,                0.64879,                 1.1481,             0.00039626,             0.00039626,             0.00039626
                    148,                0.45667,                0.41014,                0.91103,                0.93303,                0.86431,                0.92399,                0.75192,                0.70271,                0.60977,                 1.1688,             0.00038919,             0.00038919,             0.00038919
                    149,                0.42804,                0.39856,                 0.8894,                0.90652,                0.87047,                 0.9102,                0.73893,                0.68889,                0.58779,                 1.1677,             0.00038211,             0.00038211,             0.00038211
                    150,                 0.4392,                0.39809,                0.89714,                0.87919,                0.87262,                0.90847,                0.74201,                0.69667,                0.65015,                 1.1664,             0.00037504,             0.00037504,             0.00037504
                    151,                0.43466,                0.40774,                0.91556,                0.90234,                0.83149,                0.90205,                0.72534,                0.69469,                0.84709,                 1.1492,             0.00036797,             0.00036797,             0.00036797
                    152,                0.44858,                0.40832,                0.90834,                0.86322,                0.82566,                0.88616,                0.68838,                0.73108,                 1.1716,                 1.2087,             0.00036089,             0.00036089,             0.00036089
                    153,                 0.4261,                0.39225,                0.89904,                0.84749,                0.81889,                 0.8818,                0.68746,                0.73174,                 1.4258,                 1.1946,             0.00035382,             0.00035382,             0.00035382
                    154,                0.41867,                0.37794,                0.89633,                0.82906,                0.83518,                0.86797,                0.67972,                0.78939,                 1.4221,                 1.2148,             0.00034675,             0.00034675,             0.00034675
                    155,                0.43589,                0.38337,                0.90693,                0.84061,                0.85946,                0.87323,                0.67032,                0.83962,                 1.4201,                 1.2479,             0.00033967,             0.00033967,             0.00033967
                    156,                0.45224,                0.40492,                 0.9084,                0.84946,                0.84421,                 0.8903,                0.67358,                0.96724,                 1.0537,                 1.3925,              0.0003326,              0.0003326,              0.0003326
                    157,                0.45504,                0.40642,                0.89409,                0.74814,                0.92595,                0.89026,                0.70852,                 0.9961,                0.67335,                  1.495,             0.00032553,             0.00032553,             0.00032553
                    158,                0.40561,                0.36822,                0.89793,                0.84481,                0.82043,                0.88455,                0.71561,                 0.8347,                0.73127,                  1.313,             0.00031845,             0.00031845,             0.00031845
                    159,                0.42386,                0.37811,                0.90815,                0.87227,                  0.797,                0.88709,                0.71886,                0.74598,                0.71545,                 1.2433,             0.00031138,             0.00031138,             0.00031138
                    160,                0.40942,                0.38154,                0.89513,                0.89948,                0.81097,                0.91368,                0.72998,                0.66318,                0.68756,                 1.1646,             0.00030431,             0.00030431,             0.00030431
                    161,                0.40856,                0.38501,                0.90424,                 0.8266,                0.87097,                0.90441,                0.73055,                0.65347,                0.65755,                  1.147,             0.00029723,             0.00029723,             0.00029723
                    162,                0.42406,                0.39308,                0.89527,                0.78618,                0.85505,                0.86579,                0.68544,                0.73238,                0.68325,                 1.2001,             0.00029016,             0.00029016,             0.00029016
                    163,                0.39806,                0.35833,                0.89359,                 0.8375,                0.76216,                 0.8678,                0.69576,                0.76671,                0.70695,                 1.2293,             0.00028308,             0.00028308,             0.00028308
                    164,                0.41014,                0.38717,                0.90555,                0.80697,                0.77142,                0.87387,                0.67776,                 0.8003,                0.71788,                  1.245,             0.00027601,             0.00027601,             0.00027601
                    165,                0.39388,                0.35942,                0.89212,                0.83914,                0.76549,                0.88727,                0.68795,                0.76546,                0.70676,                 1.2355,             0.00026894,             0.00026894,             0.00026894
                    166,                0.39537,                 0.3613,                0.88739,                0.75191,                0.88295,                0.89073,                0.69427,                0.74403,                0.69918,                 1.2304,             0.00026186,             0.00026186,             0.00026186
                    167,                0.42081,                0.37381,                0.89653,                0.79348,                0.87972,                0.89858,                0.68652,                0.75166,                0.69609,                 1.2375,             0.00025479,             0.00025479,             0.00025479
                    168,                 0.4061,                0.36782,                0.89858,                0.92503,                0.74748,                0.91414,                0.68281,                0.76109,                0.76241,                 1.2492,             0.00024772,             0.00024772,             0.00024772
                    169,                0.38966,                0.36174,                0.87473,                0.81892,                0.85162,                0.90991,                0.67838,                0.78611,                0.78136,                 1.2747,             0.00024064,             0.00024064,             0.00024064
                    170,                0.41395,                0.36089,                0.89524,                0.78459,                0.85202,                0.90507,                0.70558,                0.79421,                0.78951,                 1.2729,             0.00023357,             0.00023357,             0.00023357
                    171,                0.39742,                0.34903,                0.90706,                 0.8708,                0.77865,                0.89992,                0.71613,                0.76687,                0.70432,                 1.2153,              0.0002265,              0.0002265,              0.0002265
                    172,                 0.4156,                0.35867,                0.89449,                0.82345,                0.84375,                0.90722,                0.73972,                0.78966,                0.74374,                 1.1837,             0.00021942,             0.00021942,             0.00021942
                    173,                0.41009,                0.37073,                0.90899,                0.79152,                0.84478,                0.90191,                0.74726,                0.76422,                0.79243,                 1.1617,             0.00021235,             0.00021235,             0.00021235
                    174,                0.38219,                0.35009,                0.89967,                0.74688,                  0.892,                0.90517,                0.73098,                0.71202,                0.82387,                 1.1306,             0.00020528,             0.00020528,             0.00020528
                    175,                0.39414,                0.34406,                0.89716,                0.77923,                0.82015,                0.89637,                0.72608,                0.69856,                0.85725,                 1.1196,              0.0001982,              0.0001982,              0.0001982
                    176,                0.38436,                0.34708,                0.89282,                0.75555,                0.87726,                0.90762,                0.73974,                0.72111,                0.96118,                 1.1336,             0.00019113,             0.00019113,             0.00019113
                    177,                0.40163,                0.36647,                0.89671,                0.77296,                0.81416,                0.90431,                0.73165,                0.69432,                0.99455,                 1.1194,             0.00018406,             0.00018406,             0.00018406
                    178,                0.37746,                0.36474,                0.89346,                0.94596,                0.66544,                0.90357,                0.71778,                0.69131,                 1.0039,                  1.125,             0.00017698,             0.00017698,             0.00017698
                    179,                0.39907,                 0.3567,                0.89314,                0.76191,                 0.8819,                0.90553,                0.72644,                0.71804,                 1.0374,                 1.1431,             0.00016991,             0.00016991,             0.00016991
                    180,                0.38566,                0.34054,                0.88364,                0.83996,                0.81534,                0.90917,                0.71618,                0.70425,                 1.0201,                 1.1551,             0.00016283,             0.00016283,             0.00016283
                    181,                0.37968,                0.34825,                 0.8938,                0.84235,                0.80378,                 0.8961,                0.71096,                0.69913,                0.98182,                 1.1498,             0.00015576,             0.00015576,             0.00015576
                    182,                0.38665,                0.33774,                0.90958,                0.86756,                0.75231,                0.89576,                0.71209,                0.68494,                0.92395,                 1.1428,             0.00014869,             0.00014869,             0.00014869
                    183,                0.35524,                0.34171,                0.88449,                0.80732,                0.79413,                0.88564,                0.70761,                0.68925,                0.95167,                 1.1367,             0.00014161,             0.00014161,             0.00014161
                    184,                0.36673,                0.33047,                  0.873,                0.86002,                0.72942,                0.87347,                0.72239,                0.71253,                0.95792,                 1.1341,             0.00013454,             0.00013454,             0.00013454
                    185,                0.35434,                0.32686,                0.87777,                0.79161,                0.80368,                 0.8794,                0.72316,                0.70096,                0.95851,                 1.1229,             0.00012747,             0.00012747,             0.00012747
                    186,                0.38259,                 0.3525,                0.88683,                0.76218,                0.82902,                0.88213,                0.72694,                0.70184,                 1.0469,                 1.1107,             0.00012039,             0.00012039,             0.00012039
                    187,                 0.3558,                0.32101,                0.86945,                0.75664,                0.83354,                0.88099,                0.72829,                0.69637,                 1.0608,                 1.1083,             0.00011332,             0.00011332,             0.00011332
                    188,                0.38607,                0.32834,                0.90184,                0.75268,                0.83741,                0.88418,                0.73257,                 0.6889,                 1.0252,                 1.1075,             0.00010625,             0.00010625,             0.00010625
                    189,                0.39272,                0.34616,                 0.8938,                0.77344,                0.82497,                0.88329,                0.72687,                0.68135,                 1.0988,                 1.1099,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    190,                0.39643,                0.35184,                 0.8936,                0.80167,                0.81967,                0.87718,                0.73108,                 0.6657,                 1.0963,                 1.1038,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    191,                0.33914,                 0.3378,                0.84641,                0.78059,                0.80924,                0.87404,                0.71053,                 0.6367,                 1.0473,                 1.0814,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    192,                0.34402,                0.31178,                0.84556,                0.81802,                0.79051,                0.88139,                0.70665,                0.62427,                0.95222,                 1.0683,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    193,                0.34622,                 0.3102,                0.83697,                0.81562,                0.79305,                0.87253,                0.70463,                0.62258,                0.86712,                 1.0644,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    194,                0.32414,                0.28735,                0.83354,                0.82368,                0.82809,                0.87234,                0.71204,                0.64091,                0.78495,                 1.0662,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    195,                0.32799,                0.28303,                0.83119,                0.86264,                0.77661,                0.88226,                0.70832,                0.63693,                0.71108,                 1.0589,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    196,                0.31802,                0.27452,                0.84825,                0.86219,                0.83412,                0.88879,                0.71551,                0.63197,                0.66689,                 1.0594,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    197,                0.29659,                 0.2667,                0.83429,                0.86368,                0.83447,                0.89586,                0.72127,                0.62928,                0.65351,                 1.0557,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    198,                0.30069,                0.27282,                 0.8268,                0.87494,                0.83114,                 0.8965,                0.72228,                0.62494,                0.67288,                 1.0593,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    199,                  0.296,                0.26196,                0.82773,                0.86038,                 0.8329,                0.89601,                0.72304,                0.61904,                0.67918,                 1.0582,             2.8437e-05,             2.8437e-05,             2.8437e-05
                    200,                0.30357,                0.26316,                0.81999,                0.86123,                0.83887,                0.89441,                0.72603,                0.62171,                0.70386,                  1.058,             2.1364e-05,             2.1364e-05,             2.1364e-05
